frequency,e',e'',u',u''
11370281250.0000,   4.3001,   0.4677,   0.9665,   0.0063
11372875000.0000,   4.2994,   0.4581,   0.9661,   0.0067
11375468750.0000,   4.2913,   0.4625,   0.9676,   0.0067
11378062500.0000,   4.2853,   0.4551,   0.9683,   0.0064
11380656250.0000,   4.2766,   0.4558,   0.9694,   0.0074
11383250000.0000,   4.2741,   0.4578,   0.9696,   0.0074
11385843750.0000,   4.2662,   0.4578,   0.9701,   0.0077
11388437500.0000,   4.2618,   0.4562,   0.9714,   0.0073
11391031250.0000,   4.2585,   0.4582,   0.9722,   0.0081
11393625000.0000,   4.2518,   0.4558,   0.9737,   0.0074
11396218750.0000,   4.2541,   0.4635,   0.9737,   0.0077
11398812500.0000,   4.2445,   0.4608,   0.9750,   0.0075
11401406250.0000,   4.2426,   0.4614,   0.9756,   0.0074
11404000000.0000,   4.2445,   0.4642,   0.9762,   0.0072
11406593750.0000,   4.2451,   0.4615,   0.9768,   0.0069
11409187500.0000,   4.2323,   0.4663,   0.9784,   0.0073
11411781250.0000,   4.2344,   0.4682,   0.9784,   0.0069
11414375000.0000,   4.2353,   0.4675,   0.9793,   0.0062
11416968750.0000,   4.2345,   0.4767,   0.9793,   0.0064
11419562500.0000,   4.2342,   0.4735,   0.9804,   0.0068
11422156250.0000,   4.2402,   0.4839,   0.9802,   0.0059
11424750000.0000,   4.2352,   0.4770,   0.9811,   0.0054
11427343750.0000,   4.2405,   0.4847,   0.9812,   0.0057
11429937500.0000,   4.2460,   0.4749,   0.9805,   0.0047
11432531250.0000,   4.2444,   0.4824,   0.9812,   0.0048
11435125000.0000,   4.2476,   0.4867,   0.9807,   0.0047
11437718750.0000,   4.2534,   0.4887,   0.9805,   0.0036
11440312500.0000,   4.2559,   0.4888,   0.9811,   0.0037
11442906250.0000,   4.2525,   0.4911,   0.9801,   0.0038
11445500000.0000,   4.2635,   0.4885,   0.9802,   0.0029
11448093750.0000,   4.2716,   0.4987,   0.9795,   0.0034
11450687500.0000,   4.2728,   0.4969,   0.9786,   0.0029
11453281250.0000,   4.2773,   0.4936,   0.9776,   0.0026
11455875000.0000,   4.2798,   0.5004,   0.9778,   0.0024
11458468750.0000,   4.2835,   0.4960,   0.9774,   0.0020
11461062500.0000,   4.2819,   0.4954,   0.9759,   0.0030
11463656250.0000,   4.2839,   0.4974,   0.9767,   0.0021
11466250000.0000,   4.2954,   0.4982,   0.9750,   0.0016
11468843750.0000,   4.2950,   0.4978,   0.9746,   0.0018
11471437500.0000,   4.2986,   0.4986,   0.9733,   0.0023
11474031250.0000,   4.2991,   0.4932,   0.9735,   0.0020
11476625000.0000,   4.3007,   0.4906,   0.9726,   0.0024
11479218750.0000,   4.3008,   0.4902,   0.9721,   0.0029
11481812500.0000,   4.3059,   0.4925,   0.9713,   0.0021
11484406250.0000,   4.3049,   0.4890,   0.9701,   0.0035
11487000000.0000,   4.3104,   0.4821,   0.9688,   0.0028
11489593750.0000,   4.3042,   0.4855,   0.9692,   0.0028
11492187500.0000,   4.3055,   0.4841,   0.9685,   0.0034
11494781250.0000,   4.3035,   0.4850,   0.9689,   0.0037
11497375000.0000,   4.2983,   0.4814,   0.9677,   0.0047
11499968750.0000,   4.3008,   0.4730,   0.9678,   0.0047
11502562500.0000,   4.2945,   0.4729,   0.9676,   0.0049
11505156250.0000,   4.2946,   0.4715,   0.9674,   0.0056
11507750000.0000,   4.2941,   0.4749,   0.9666,   0.0056
11510343750.0000,   4.2896,   0.4691,   0.9669,   0.0065
11512937500.0000,   4.2897,   0.4699,   0.9669,   0.0056
11515531250.0000,   4.2805,   0.4677,   0.9677,   0.0064
11518125000.0000,   4.2806,   0.4628,   0.9681,   0.0070
11520718750.0000,   4.2708,   0.4533,   0.9682,   0.0075
11523312500.0000,   4.2692,   0.4615,   0.9683,   0.0075
11525906250.0000,   4.2706,   0.4559,   0.9687,   0.0076
11528500000.0000,   4.2632,   0.4603,   0.9694,   0.0082
11531093750.0000,   4.2625,   0.4603,   0.9699,   0.0080
11533687500.0000,   4.2565,   0.4608,   0.9698,   0.0082
11536281250.0000,   4.2509,   0.4572,   0.9701,   0.0088
11538875000.0000,   4.2459,   0.4542,   0.9715,   0.0089
11541468750.0000,   4.2467,   0.4600,   0.9720,   0.0082
11544062500.0000,   4.2419,   0.4695,   0.9729,   0.0083
11546656250.0000,   4.2366,   0.4625,   0.9731,   0.0085
11549250000.0000,   4.2348,   0.4628,   0.9739,   0.0089
11551843750.0000,   4.2301,   0.4627,   0.9745,   0.0086
11554437500.0000,   4.2202,   0.4688,   0.9752,   0.0086
11557031250.0000,   4.2273,   0.4646,   0.9757,   0.0087
11559625000.0000,   4.2237,   0.4638,   0.9759,   0.0080
11562218750.0000,   4.2221,   0.4676,   0.9771,   0.0082
11564812500.0000,   4.2184,   0.4656,   0.9779,   0.0085
11567406250.0000,   4.2192,   0.4713,   0.9780,   0.0079
11570000000.0000,   4.2138,   0.4679,   0.9792,   0.0079
11572593750.0000,   4.2179,   0.4729,   0.9787,   0.0074
11575187500.0000,   4.2113,   0.4698,   0.9794,   0.0071
11577781250.0000,   4.2081,   0.4697,   0.9805,   0.0072
11580375000.0000,   4.2086,   0.4743,   0.9809,   0.0077
11582968750.0000,   4.2115,   0.4768,   0.9812,   0.0070
11585562500.0000,   4.2072,   0.4763,   0.9812,   0.0074
11588156250.0000,   4.2102,   0.4838,   0.9813,   0.0073
11590750000.0000,   4.2089,   0.4776,   0.9818,   0.0069
11593343750.0000,   4.2135,   0.4801,   0.9820,   0.0068
11595937500.0000,   4.2096,   0.4785,   0.9828,   0.0066
11598531250.0000,   4.2139,   0.4777,   0.9822,   0.0067
11601125000.0000,   4.2152,   0.4825,   0.9817,   0.0065
11603718750.0000,   4.2131,   0.4825,   0.9819,   0.0070
11606312500.0000,   4.2156,   0.4820,   0.9822,   0.0061
11608906250.0000,   4.2126,   0.4866,   0.9823,   0.0061
11611500000.0000,   4.2111,   0.4784,   0.9825,   0.0059
11614093750.0000,   4.2250,   0.4802,   0.9810,   0.0062
11616687500.0000,   4.2219,   0.4842,   0.9822,   0.0063
11619281250.0000,   4.2216,   0.4795,   0.9812,   0.0064
11621875000.0000,   4.2193,   0.4836,   0.9815,   0.0066
11624468750.0000,   4.2223,   0.4860,   0.9814,   0.0063
11627062500.0000,   4.2258,   0.4825,   0.9807,   0.0060
11629656250.0000,   4.2254,   0.4893,   0.9799,   0.0061
11632250000.0000,   4.2286,   0.4870,   0.9801,   0.0064
11634843750.0000,   4.2267,   0.4832,   0.9802,   0.0066
11637437500.0000,   4.2281,   0.4881,   0.9806,   0.0061
11640031250.0000,   4.2324,   0.4885,   0.9795,   0.0063
11642625000.0000,   4.2303,   0.4837,   0.9798,   0.0058
11645218750.0000,   4.2311,   0.4874,   0.9792,   0.0065
11647812500.0000,   4.2259,   0.4897,   0.9798,   0.0061
11650406250.0000,   4.2244,   0.4914,   0.9798,   0.0057
11653000000.0000,   4.2298,   0.4913,   0.9792,   0.0068
11655593750.0000,   4.2242,   0.4939,   0.9797,   0.0062
11658187500.0000,   4.2290,   0.4896,   0.9785,   0.0061
11660781250.0000,   4.2265,   0.4871,   0.9794,   0.0060
11663375000.0000,   4.2247,   0.4911,   0.9793,   0.0060
11665968750.0000,   4.2247,   0.4910,   0.9792,   0.0062
11668562500.0000,   4.2231,   0.4951,   0.9796,   0.0056
11671156250.0000,   4.2244,   0.4888,   0.9795,   0.0062
11673750000.0000,   4.2191,   0.4924,   0.9798,   0.0063
11676343750.0000,   4.2229,   0.4890,   0.9796,   0.0065
11678937500.0000,   4.2178,   0.4889,   0.9799,   0.0062
11681531250.0000,   4.2202,   0.4900,   0.9795,   0.0058
11684125000.0000,   4.2171,   0.4880,   0.9798,   0.0066
11686718750.0000,   4.2147,   0.4949,   0.9800,   0.0067
11689312500.0000,   4.2115,   0.4881,   0.9796,   0.0063
11691906250.0000,   4.2088,   0.4859,   0.9801,   0.0064
11694500000.0000,   4.2105,   0.4875,   0.9805,   0.0062
11697093750.0000,   4.2074,   0.4868,   0.9811,   0.0065
11699687500.0000,   4.2076,   0.4914,   0.9808,   0.0072
11702281250.0000,   4.2093,   0.4883,   0.9810,   0.0068
11704875000.0000,   4.2061,   0.4876,   0.9818,   0.0073
11707468750.0000,   4.2064,   0.4868,   0.9814,   0.0071
11710062500.0000,   4.2086,   0.4874,   0.9815,   0.0072
11712656250.0000,   4.2074,   0.4894,   0.9816,   0.0078
11715250000.0000,   4.2092,   0.4806,   0.9813,   0.0074
11717843750.0000,   4.2096,   0.4839,   0.9817,   0.0070
11720437500.0000,   4.2076,   0.4830,   0.9820,   0.0080
11723031250.0000,   4.2111,   0.4866,   0.9813,   0.0077
11725625000.0000,   4.2144,   0.4846,   0.9812,   0.0079
11728218750.0000,   4.2133,   0.4876,   0.9813,   0.0077
11730812500.0000,   4.2107,   0.4832,   0.9815,   0.0078
11733406250.0000,   4.2095,   0.4861,   0.9817,   0.0082
11736000000.0000,   4.2140,   0.4890,   0.9811,   0.0081
11738593750.0000,   4.2167,   0.4802,   0.9803,   0.0084
11741187500.0000,   4.2180,   0.4860,   0.9804,   0.0079
11743781250.0000,   4.2194,   0.4869,   0.9798,   0.0083
11746375000.0000,   4.2160,   0.4880,   0.9803,   0.0080
11748968750.0000,   4.2232,   0.4854,   0.9798,   0.0083
11751562500.0000,   4.2184,   0.4827,   0.9798,   0.0083
11754156250.0000,   4.2230,   0.4848,   0.9793,   0.0081
11756750000.0000,   4.2227,   0.4891,   0.9791,   0.0076
11759343750.0000,   4.2294,   0.4853,   0.9786,   0.0071
11761937500.0000,   4.2227,   0.4863,   0.9784,   0.0077
11764531250.0000,   4.2274,   0.4823,   0.9779,   0.0083
11767125000.0000,   4.2238,   0.4879,   0.9776,   0.0075
11769718750.0000,   4.2221,   0.4879,   0.9777,   0.0081
11772312500.0000,   4.2270,   0.4826,   0.9777,   0.0074
11774906250.0000,   4.2232,   0.4909,   0.9777,   0.0071
11777500000.0000,   4.2234,   0.4853,   0.9775,   0.0069
11780093750.0000,   4.2208,   0.4903,   0.9774,   0.0073
11782687500.0000,   4.2191,   0.4914,   0.9774,   0.0076
11785281250.0000,   4.2227,   0.4905,   0.9774,   0.0064
11787875000.0000,   4.2238,   0.4853,   0.9771,   0.0067
11790468750.0000,   4.2196,   0.4879,   0.9774,   0.0066
11793062500.0000,   4.2171,   0.4934,   0.9777,   0.0069
11795656250.0000,   4.2162,   0.4886,   0.9774,   0.0062
11798250000.0000,   4.2135,   0.4872,   0.9779,   0.0061
11800843750.0000,   4.2140,   0.4902,   0.9773,   0.0063
11803437500.0000,   4.2136,   0.4855,   0.9773,   0.0068
11806031250.0000,   4.2037,   0.4867,   0.9787,   0.0069
11808625000.0000,   4.2097,   0.4893,   0.9778,   0.0065
11811218750.0000,   4.2025,   0.4905,   0.9779,   0.0062
11813812500.0000,   4.2030,   0.4914,   0.9783,   0.0057
11816406250.0000,   4.2019,   0.4854,   0.9787,   0.0066
11819000000.0000,   4.2018,   0.4842,   0.9785,   0.0070
11821593750.0000,   4.1984,   0.4861,   0.9786,   0.0062
11824187500.0000,   4.1974,   0.4925,   0.9782,   0.0071
11826781250.0000,   4.1985,   0.4850,   0.9787,   0.0072
11829375000.0000,   4.1932,   0.4840,   0.9794,   0.0066
11831968750.0000,   4.1949,   0.4811,   0.9785,   0.0068
11834562500.0000,   4.1914,   0.4817,   0.9790,   0.0070
11837156250.0000,   4.1922,   0.4784,   0.9782,   0.0073
11839750000.0000,   4.1922,   0.4796,   0.9785,   0.0076
11842343750.0000,   4.1916,   0.4815,   0.9791,   0.0076
11844937500.0000,   4.1961,   0.4827,   0.9788,   0.0081
11847531250.0000,   4.1936,   0.4804,   0.9787,   0.0077
11850125000.0000,   4.1944,   0.4815,   0.9784,   0.0075
11852718750.0000,   4.1912,   0.4804,   0.9796,   0.0078
11855312500.0000,   4.1938,   0.4819,   0.9788,   0.0079
11857906250.0000,   4.1971,   0.4743,   0.9783,   0.0083
11860500000.0000,   4.1947,   0.4779,   0.9786,   0.0081
11863093750.0000,   4.1912,   0.4752,   0.9792,   0.0080
11865687500.0000,   4.1936,   0.4724,   0.9779,   0.0085
11868281250.0000,   4.1932,   0.4725,   0.9783,   0.0082
11870875000.0000,   4.1997,   0.4745,   0.9781,   0.0079
11873468750.0000,   4.1989,   0.4770,   0.9783,   0.0079
11876062500.0000,   4.1953,   0.4726,   0.9780,   0.0078
11878656250.0000,   4.1973,   0.4725,   0.9777,   0.0079
11881250000.0000,   4.1958,   0.4675,   0.9778,   0.0086
11883843750.0000,   4.1995,   0.4701,   0.9774,   0.0081
11886437500.0000,   4.1991,   0.4711,   0.9767,   0.0085
11889031250.0000,   4.1984,   0.4663,   0.9773,   0.0083
11891625000.0000,   4.1973,   0.4673,   0.9769,   0.0085
11894218750.0000,   4.1980,   0.4708,   0.9772,   0.0082
11896812500.0000,   4.1969,   0.4640,   0.9769,   0.0089
11899406250.0000,   4.1958,   0.4677,   0.9772,   0.0086
11902000000.0000,   4.1988,   0.4651,   0.9765,   0.0086
11904593750.0000,   4.1923,   0.4623,   0.9765,   0.0089
11907187500.0000,   4.1922,   0.4717,   0.9765,   0.0085
11909781250.0000,   4.1958,   0.4654,   0.9773,   0.0091
11912375000.0000,   4.1932,   0.4652,   0.9771,   0.0092
11914968750.0000,   4.1910,   0.4584,   0.9774,   0.0093
11917562500.0000,   4.1873,   0.4601,   0.9772,   0.0094
11920156250.0000,   4.1860,   0.4588,   0.9768,   0.0100
11922750000.0000,   4.1884,   0.4661,   0.9768,   0.0101
11925343750.0000,   4.1847,   0.4631,   0.9778,   0.0097
11927937500.0000,   4.1859,   0.4581,   0.9771,   0.0099
11930531250.0000,   4.1821,   0.4614,   0.9772,   0.0105
11933125000.0000,   4.1781,   0.4612,   0.9778,   0.0103
11935718750.0000,   4.1788,   0.4607,   0.9777,   0.0114
11938312500.0000,   4.1785,   0.4622,   0.9779,   0.0107
11940906250.0000,   4.1729,   0.4617,   0.9781,   0.0108
11943500000.0000,   4.1728,   0.4612,   0.9784,   0.0101
11946093750.0000,   4.1692,   0.4568,   0.9785,   0.0107
11948687500.0000,   4.1677,   0.4670,   0.9789,   0.0107
11951281250.0000,   4.1626,   0.4641,   0.9797,   0.0102
11953875000.0000,   4.1665,   0.4653,   0.9791,   0.0099
11956468750.0000,   4.1611,   0.4603,   0.9792,   0.0105
11959062500.0000,   4.1594,   0.4640,   0.9802,   0.0103
11961656250.0000,   4.1532,   0.4607,   0.9800,   0.0106
11964250000.0000,   4.1505,   0.4665,   0.9804,   0.0097
11966843750.0000,   4.1522,   0.4646,   0.9811,   0.0098
11969437500.0000,   4.1427,   0.4659,   0.9813,   0.0102
11972031250.0000,   4.1430,   0.4670,   0.9813,   0.0100
11974625000.0000,   4.1387,   0.4672,   0.9815,   0.0093
11977218750.0000,   4.1359,   0.4661,   0.9819,   0.0092
11979812500.0000,   4.1372,   0.4682,   0.9823,   0.0091
11982406250.0000,   4.1324,   0.4664,   0.9831,   0.0085
11985000000.0000,   4.1274,   0.4710,   0.9835,   0.0094
11987593750.0000,   4.1304,   0.4659,   0.9834,   0.0088
11990187500.0000,   4.1258,   0.4667,   0.9842,   0.0087
11992781250.0000,   4.1245,   0.4659,   0.9850,   0.0089
11995375000.0000,   4.1235,   0.4670,   0.9847,   0.0080
11997968750.0000,   4.1225,   0.4644,   0.9851,   0.0084
12000562500.0000,   4.1205,   0.4612,   0.9858,   0.0080
12003156250.0000,   4.1137,   0.4615,   0.9865,   0.0076
12005750000.0000,   4.1148,   0.4580,   0.9873,   0.0080
12008343750.0000,   4.1193,   0.4565,   0.9868,   0.0079
12010937500.0000,   4.1172,   0.4582,   0.9876,   0.0078
12013531250.0000,   4.1194,   0.4553,   0.9874,   0.0078
12016125000.0000,   4.1155,   0.4565,   0.9881,   0.0077
12018718750.0000,   4.1154,   0.4541,   0.9888,   0.0078
12021312500.0000,   4.1177,   0.4547,   0.9889,   0.0078
12023906250.0000,   4.1204,   0.4536,   0.9891,   0.0077
12026500000.0000,   4.1205,   0.4513,   0.9888,   0.0078
12029093750.0000,   4.1216,   0.4516,   0.9894,   0.0075
12031687500.0000,   4.1210,   0.4473,   0.9890,   0.0082
12034281250.0000,   4.1194,   0.4487,   0.9897,   0.0087
12036875000.0000,   4.1227,   0.4492,   0.9901,   0.0087
12039468750.0000,   4.1283,   0.4496,   0.9898,   0.0081
12042062500.0000,   4.1255,   0.4464,   0.9897,   0.0085
12044656250.0000,   4.1237,   0.4585,   0.9903,   0.0083
12047250000.0000,   4.1319,   0.4496,   0.9901,   0.0083
12049843750.0000,   4.1345,   0.4511,   0.9896,   0.0084
12052437500.0000,   4.1326,   0.4484,   0.9900,   0.0092
12055031250.0000,   4.1331,   0.4498,   0.9900,   0.0086
12057625000.0000,   4.1350,   0.4515,   0.9901,   0.0091
12060218750.0000,   4.1383,   0.4532,   0.9899,   0.0085
12062812500.0000,   4.1372,   0.4562,   0.9894,   0.0085
12065406250.0000,   4.1396,   0.4575,   0.9893,   0.0085
12068000000.0000,   4.1426,   0.4550,   0.9888,   0.0084
12070593750.0000,   4.1407,   0.4561,   0.9890,   0.0086
12073187500.0000,   4.1462,   0.4605,   0.9886,   0.0084
12075781250.0000,   4.1403,   0.4595,   0.9887,   0.0081
12078375000.0000,   4.1468,   0.4608,   0.9880,   0.0077
12080968750.0000,   4.1453,   0.4651,   0.9874,   0.0081
12083562500.0000,   4.1460,   0.4665,   0.9876,   0.0074
12086156250.0000,   4.1445,   0.4641,   0.9878,   0.0074
12088750000.0000,   4.1435,   0.4658,   0.9873,   0.0068
12091343750.0000,   4.1401,   0.4697,   0.9876,   0.0068
12093937500.0000,   4.1457,   0.4689,   0.9876,   0.0069
12096531250.0000,   4.1414,   0.4648,   0.9875,   0.0066
12099125000.0000,   4.1417,   0.4708,   0.9870,   0.0065
12101718750.0000,   4.1441,   0.4715,   0.9878,   0.0054
12104312500.0000,   4.1426,   0.4677,   0.9870,   0.0061
12106906250.0000,   4.1388,   0.4724,   0.9877,   0.0054
12109500000.0000,   4.1358,   0.4682,   0.9880,   0.0045
12112093750.0000,   4.1381,   0.4657,   0.9871,   0.0050
12114687500.0000,   4.1360,   0.4675,   0.9883,   0.0048
12117281250.0000,   4.1327,   0.4644,   0.9883,   0.0056
12119875000.0000,   4.1291,   0.4666,   0.9888,   0.0057
12122468750.0000,   4.1259,   0.4623,   0.9889,   0.0057
12125062500.0000,   4.1238,   0.4632,   0.9894,   0.0055
12127656250.0000,   4.1297,   0.4604,   0.9891,   0.0057
12130250000.0000,   4.1267,   0.4576,   0.9894,   0.0058
12132843750.0000,   4.1255,   0.4557,   0.9897,   0.0065
12135437500.0000,   4.1216,   0.4585,   0.9907,   0.0057
12138031250.0000,   4.1260,   0.4579,   0.9906,   0.0055
12140625000.0000,   4.1219,   0.4542,   0.9908,   0.0053
12143218750.0000,   4.1182,   0.4583,   0.9915,   0.0057
12145812500.0000,   4.1212,   0.4619,   0.9919,   0.0058
12148406250.0000,   4.1195,   0.4610,   0.9919,   0.0051
12151000000.0000,   4.1188,   0.4544,   0.9927,   0.0058
12153593750.0000,   4.1165,   0.4552,   0.9929,   0.0061
12156187500.0000,   4.1202,   0.4573,   0.9928,   0.0057
12158781250.0000,   4.1183,   0.4538,   0.9936,   0.0063
12161375000.0000,   4.1168,   0.4563,   0.9943,   0.0060
12163968750.0000,   4.1168,   0.4514,   0.9939,   0.0058
12166562500.0000,   4.1180,   0.4487,   0.9941,   0.0063
12169156250.0000,   4.1166,   0.4529,   0.9945,   0.0058
12171750000.0000,   4.1151,   0.4514,   0.9952,   0.0063
12174343750.0000,   4.1168,   0.4570,   0.9955,   0.0058
12176937500.0000,   4.1189,   0.4565,   0.9954,   0.0060
12179531250.0000,   4.1188,   0.4535,   0.9959,   0.0061
12182125000.0000,   4.1174,   0.4503,   0.9969,   0.0064
12184718750.0000,   4.1124,   0.4557,   0.9968,   0.0066
12187312500.0000,   4.1187,   0.4549,   0.9965,   0.0063
12189906250.0000,   4.1185,   0.4557,   0.9978,   0.0060
12192500000.0000,   4.1182,   0.4602,   0.9976,   0.0062
12195093750.0000,   4.1207,   0.4599,   0.9974,   0.0061
12197687500.0000,   4.1234,   0.4610,   0.9974,   0.0057
12200281250.0000,   4.1235,   0.4612,   0.9977,   0.0051
12202875000.0000,   4.1219,   0.4621,   0.9981,   0.0052
12205468750.0000,   4.1275,   0.4664,   0.9979,   0.0056
12208062500.0000,   4.1276,   0.4692,   0.9981,   0.0050
12210656250.0000,   4.1296,   0.4698,   0.9978,   0.0052
12213250000.0000,   4.1359,   0.4676,   0.9976,   0.0045
12215843750.0000,   4.1370,   0.4744,   0.9977,   0.0043
12218437500.0000,   4.1394,   0.4756,   0.9967,   0.0037
12221031250.0000,   4.1424,   0.4756,   0.9966,   0.0041
12223625000.0000,   4.1430,   0.4730,   0.9966,   0.0039
12226218750.0000,   4.1480,   0.4780,   0.9956,   0.0036
12228812500.0000,   4.1563,   0.4825,   0.9956,   0.0029
12231406250.0000,   4.1544,   0.4774,   0.9949,   0.0030
12234000000.0000,   4.1584,   0.4834,   0.9943,   0.0033
12236593750.0000,   4.1637,   0.4835,   0.9939,   0.0028
12239187500.0000,   4.1656,   0.4817,   0.9943,   0.0026
12241781250.0000,   4.1641,   0.4858,   0.9934,   0.0026
12244375000.0000,   4.1690,   0.4881,   0.9924,   0.0024
12246968750.0000,   4.1716,   0.4829,   0.9919,   0.0024
12249562500.0000,   4.1810,   0.4827,   0.9911,   0.0018
12252156250.0000,   4.1851,   0.4837,   0.9901,   0.0023
12254750000.0000,   4.1869,   0.4823,   0.9899,   0.0019
12257343750.0000,   4.1867,   0.4853,   0.9896,   0.0018
12259937500.0000,   4.1869,   0.4846,   0.9884,   0.0014
12262531250.0000,   4.1916,   0.4944,   0.9885,   0.0003
12265125000.0000,   4.1957,   0.4884,   0.9878,   0.0007
12267718750.0000,   4.2002,   0.4862,   0.9873,   0.0009
12270312500.0000,   4.1938,   0.4895,   0.9868,   0.0012
12272906250.0000,   4.2056,   0.4893,   0.9857,   0.0008
12275500000.0000,   4.2009,   0.4897,   0.9857,   0.0007
12278093750.0000,   4.2026,   0.4845,   0.9856,   0.0015
12280687500.0000,   4.2026,   0.4836,   0.9850,   0.0012
12283281250.0000,   4.2030,   0.4826,   0.9850,   0.0012
12285875000.0000,   4.2010,   0.4845,   0.9847,   0.0016
12288468750.0000,   4.2026,   0.4797,   0.9848,   0.0019
12291062500.0000,   4.2047,   0.4768,   0.9842,   0.0012
12293656250.0000,   4.2019,   0.4749,   0.9841,   0.0022
12296250000.0000,   4.1977,   0.4747,   0.9838,   0.0020
12298843750.0000,   4.2045,   0.4760,   0.9843,   0.0022
12301437500.0000,   4.1946,   0.4708,   0.9842,   0.0030
12304031250.0000,   4.1931,   0.4631,   0.9842,   0.0034
12306625000.0000,   4.1950,   0.4637,   0.9846,   0.0023
12309218750.0000,   4.1851,   0.4668,   0.9850,   0.0032
12311812500.0000,   4.1855,   0.4621,   0.9855,   0.0033
12314406250.0000,   4.1854,   0.4578,   0.9858,   0.0040
12317000000.0000,   4.1793,   0.4568,   0.9860,   0.0045
12319593750.0000,   4.1736,   0.4558,   0.9866,   0.0043
12322187500.0000,   4.1736,   0.4526,   0.9871,   0.0051
12324781250.0000,   4.1695,   0.4467,   0.9875,   0.0053
12327375000.0000,   4.1722,   0.4539,   0.9878,   0.0055
12329968750.0000,   4.1618,   0.4492,   0.9889,   0.0060
12332562500.0000,   4.1639,   0.4507,   0.9891,   0.0061
12335156250.0000,   4.1584,   0.4501,   0.9897,   0.0066
12337750000.0000,   4.1586,   0.4503,   0.9901,   0.0061
12340343750.0000,   4.1610,   0.4457,   0.9904,   0.0068
12342937500.0000,   4.1588,   0.4490,   0.9909,   0.0067
12345531250.0000,   4.1549,   0.4509,   0.9914,   0.0069
12348125000.0000,   4.1578,   0.4469,   0.9910,   0.0067
12350718750.0000,   4.1579,   0.4527,   0.9922,   0.0070
12353312500.0000,   4.1576,   0.4511,   0.9924,   0.0067
12355906250.0000,   4.1576,   0.4552,   0.9922,   0.0069
12358500000.0000,   4.1569,   0.4536,   0.9928,   0.0069
12361093750.0000,   4.1534,   0.4589,   0.9938,   0.0065
12363687500.0000,   4.1655,   0.4541,   0.9924,   0.0062
12366281250.0000,   4.1622,   0.4612,   0.9927,   0.0056
12368875000.0000,   4.1637,   0.4645,   0.9932,   0.0054
12371468750.0000,   4.1724,   0.4733,   0.9925,   0.0045
12374062500.0000,   4.1736,   0.4682,   0.9926,   0.0045
12376656250.0000,   4.1773,   0.4752,   0.9916,   0.0042
12379250000.0000,   4.1797,   0.4739,   0.9922,   0.0041
12381843750.0000,   4.1861,   0.4797,   0.9908,   0.0031
12384437500.0000,   4.1869,   0.4792,   0.9905,   0.0027
12387031250.0000,   4.1925,   0.4866,   0.9906,   0.0028
12389625000.0000,   4.1968,   0.4865,   0.9900,   0.0020
12392218750.0000,   4.1994,   0.4862,   0.9894,   0.0017
12394812500.0000,   4.2052,   0.4923,   0.9880,   0.0007
12397406250.0000,   4.2089,   0.4918,   0.9882,   0.0007
12400000000.0000,   4.2120,   0.4929,   0.9874,   0.0009
